bill,year,,support_spent,oppose_spent,neutral_spent,support_hhi,oppose_hhi,neutral_hhi
h01738,2011,187,1019.585253,25847.75427,4034.773682,1,0.77061001,0.358076834
h00604,2011,187,0,5682.147778,5176.869601,,1,0.272199361
h00605,2011,187,24232.98167,5682.147778,902.7777778,0.662925064,1,1
h00606,2011,187,5370.582001,1416.103754,3281.81997,0.460279628,0.30981679,0.484266509
h04241,2011,187,5000,0,162.535014,1,,1
h00461,2011,187,0,75.714,0,,1,
h00462,2011,187,19105.589,0,2119.127439,0.650264401,,0.401950979
h00464,2011,187,0,0,38.42213115,,,1
h00465,2011,187,2742.822196,0,0,0.369047976,,
h00466,2011,187,6000,0,21.73913043,1,,1
h00467,2011,187,7509.822196,0,1457.614943,0.452160043,,0.8681319
h00468,2011,187,3438.992241,0,25070.62706,0.490847244,,0.084813456
h00469,2011,187,366.2417258,195461.8508,7088.866603,0.500131448,0.433264443,0.380488128
s01396,2011,187,6.25,0,0,1,,
h04243,2011,187,3484.593333,0,1063.038182,1,,1
s01390,2011,187,27071.60677,0,567.4603151,0.664611717,,0.461039955
s01392,2011,187,8480.323881,0,0,1,,
s01393,2011,187,786.8709677,0,0,0.50396849,,
h00190,2011,187,0,0,19.38085106,,,1
h00193,2011,187,0,0,4519.071429,,,0.967786193
s00388,2011,187,0,26450,2153.977273,,1,1
h00195,2011,187,0,0,3086.832396,,,0.607565451
h00196,2011,187,6609.871667,0,0,0.309581656,,
s01159,2011,187,48301.33333,1724.171667,2687.999416,0.715344486,0.506382988,0.890402134
s01156,2011,187,6839.4619,5082.590156,6535.393291,0.514006064,0.980482285,0.174456375
s00385,2011,187,0,353.3333333,423.0033922,,0.5,0.463037204
s01154,2011,187,8132.897112,0,7289.307966,0.280575823,,0.199519917
s00387,2011,187,0,0,3036.702745,,,0.932913633
s00380,2011,187,29990.78143,0,878.0201044,0.524269446,,0.905376998
s01153,2011,187,4387.292478,0,5274.382278,0.581219748,,0.285089207
s00382,2011,187,7798.826324,52839.89146,10749.8146,0.656015018,0.228991173,0.176546343
s01151,2011,187,19807.57084,2374.411328,3785.697878,0.518844819,1,0.359880882
h01939,2011,187,0,5000,0,,0.625,
h01938,2011,187,4324.458,0,0,0.761009323,,
h03916,2011,187,1128,4553.045285,6782.148971,0.583875622,0.319731555,0.465335432
h04837,2011,187,9020.4975,0,0,1,,
s00548,2011,187,218964.2787,17392.88466,32663.41595,0.066247745,0.136936288,0.220998465
s00549,2011,187,0,0,103.4482759,,,1
s00546,2011,187,6434.010316,1.466666667,95.16526741,0.156378813,1,1
s00547,2011,187,4189.496591,1.466666667,465.8993259,0.20874859,1,0.652996631
s00544,2011,187,3928.571429,108.6956522,0,0.516528926,1,
s00545,2011,187,2430.155786,2435.531328,0,0.221183323,0.950755638,
s00542,2011,187,1300,0,6595.612288,1,,0.140137274
s00543,2011,187,56307.45417,28693.71018,5042.99526,0.440204298,0.21764983,0.10244755
s00540,2011,187,12423.74963,2007.443126,575.1218818,0.143807195,0.288666368,0.703538341
s00541,2011,187,9497.011831,2375.877995,6272.54681,0.487104983,0.998766131,0.237106175
h00514,2011,187,0,68.46111111,104.5609651,,1,0.500041077
h00515,2011,187,6578.5,0,231.3525904,0.589194289,,0.555988024
h00516,2011,187,0,0,258.9458135,,,0.436992482
h00041,2011,187,7088.237069,291.3333333,8956.933405,0.462254802,1,0.321365315
h00046,2011,187,19638.40476,0,985.7204897,1,,0.481171178
h00047,2011,187,4979.395604,0,2250.656409,0.53255648,,0.47106941
h00044,2011,187,0,0,2536.056811,,,0.97196895
h00045,2011,187,873.8325926,1307,0,0.543643177,1,
h00048,2011,187,0,0,173.9130435,,,1
h00049,2011,187,0,10194.4471,6714.806399,,0.125510751,0.137120391
h00519,2011,187,0,0,103.4482759,,,1
h03890,2011,187,0,0,40027.83079,,,0.998610395
h03891,2011,187,0,0,27.8307888,,,1
h03892,2011,187,0,0,569.4974555,,,0.907038302
h00669,2011,187,0,6000,642.8571429,,1,1
h03548,2011,187,278,0,809.3921582,1,,0.468327605
h03897,2011,187,19139.0975,0,946.3097617,0.278771776,,0.602619111
h03546,2011,187,0,1259.28,5985.667736,,1,0.429460159
h03547,2011,187,7029.221333,900,2319.304723,1,1,0.253923035
h03544,2011,187,1929.806735,9411.348915,79.13808892,0.637329006,0.626376247,1
h03545,2011,187,0,0,78.3740641,,,0.559933963
h03542,2011,187,0,5774.825583,0,,0.171840835,
h03543,2011,187,1716.346154,0,211.6046239,0.640138408,,0.350282892
h03540,2011,187,25.23887464,0,0,1,,
h03541,2011,187,0,5471.395435,0,,0.147175839,
h00990,2011,187,4919,141.3235265,104.5609651,0.561061591,1,0.500041077
h00991,2011,187,1052.631579,1651.969427,5750.526316,1,0.643418771,0.384053069
h00993,2011,187,11161.2005,830.5281236,2133.908906,0.243321235,0.461491469,0.733610399
h00994,2011,187,9587.251232,1839.753204,4772.589817,0.294417366,0.417666359,0.233417521
h00995,2011,187,9911.078087,1839.753204,3147.58401,0.257394206,0.417666359,0.210392903
h00996,2011,187,0,0,27.8307888,,,1
h00162,2011,187,0,0,3131.800786,,,0.53036578
s00098,2011,187,0,17142.83857,21163.01935,,1,0.238790878
s00099,2011,187,444.4444444,0,5271.020751,1,,0.464704025
h03940,2011,187,0,5309.17,153.4536892,,1,1
s00835,2011,187,990,1475.7,542.5224887,1,1,0.555712922
h03946,2011,187,990,76.5,343.0860258,1,0.515570934,0.662592678
h03947,2011,187,1454.166667,0,14015.94093,1,,0.27779167
h00797,2011,187,0,75.35,0,,1,
h01343,2011,187,0,0,104.0896954,,,1
s00090,2011,187,42588.94,105272.7327,0,0.726786286,0.7501071,
s00091,2011,187,3799.035873,23312.211,23963.96747,0.793395241,0.202237448,0.140909441
s00092,2011,187,650,600,549.0054095,1,1,0.673500787
s00093,2011,187,0,59334.37107,47.83408072,,0.3255141,1
s00094,2011,187,85243.46953,1047.279264,3004.5997,0.407109491,1,0.231391002
s00095,2011,187,0,375,7833.115017,,1,0.29643163
s00096,2011,187,7060.857143,0,104.0896954,1,,1
s00097,2011,187,0,0,5621.95122,,,0.50357847
h00202,2011,187,0,130,390,,1,0.526627219
s02308,2011,187,3967.328571,0,13422.68952,0.342247744,,0.768781769
h01617,2011,187,0,2285.71,19178.73192,,1,0.402733879
h03436,2011,187,10000,4772.7525,3538.804418,1,1,0.651202884
h03437,2011,187,6805.293103,0,20823.4494,0.144646478,,0.366325852
h03435,2011,187,178,0,7.854528486,1,,1
h01346,2011,187,27250.87833,0,0,0.39707894,,
h03438,2011,187,4773.769,4341.675,350.9405543,0.463210567,0.979102165,0.636909366
h02309,2011,187,3188.483333,3522.083333,1722.943792,1,0.555924213,0.55372511
h01347,2011,187,2156.25,0,27.8307888,1,,1
h03098,2011,187,0,0,1167.085555,,,1
h03769,2011,187,3287,0,0,1,,
h03091,2011,187,61309.884,1259.28,3404.609848,0.601400052,1,0.743232271
h03092,2011,187,7250,0,0,1,,
h03761,2011,187,6042.753168,715.2225,11212.52871,0.216651463,1,0.325511407
h03094,2011,187,0,46600,0,,0.672861906,
h03095,2011,187,16850,0,0,1,,
h03764,2011,187,5305.151515,0,9371.915,0.42066649,,0.926876715
h03097,2011,187,6669.776667,0,897.8598485,1,,0.634557552
h00864,2011,187,0,0,3505.499936,,,0.471208565
s01575,2011,187,2326.288571,10.416875,208.3559414,0.354366203,1,1
h00866,2011,187,117272.8173,185.6666667,37670.64528,0.26130599,1,0.287752381
h00867,2011,187,24844.76333,0,8114.966712,0.462288309,,0.238527932
h00860,2011,187,0,1136.363636,30625.74937,,1,0.141002707
h00861,2011,187,58512.66107,0,20375.91702,0.140950467,,0.200245369
h00862,2011,187,600,0,22682.57947,1,,0.150915604
h00863,2011,187,600,0,10573.40449,1,,0.150125872
s01578,2011,187,0,0,583.62795,,,0.342504965
h00869,2011,187,4190.525,20726.47114,28529.03099,1,0.444806743,0.157538901
h00505,2011,187,0,141.3235265,0,,1,
s01376,2011,187,5890,0,1212.797049,1,,0.43424051
s00165,2011,187,0,15767.71927,364.9542532,,0.726997137,0.982915519
s00166,2011,187,43881.13191,40161.04802,12679.62996,0.919269095,0.754452129,0.150548915
s00167,2011,187,510.9795188,5032.496156,9291.781064,0.674099151,1,0.12986762
s00160,2011,187,0,38.05418421,289.976553,,1,1
s01373,2011,187,3954.761429,3043.337303,0,0.509754116,0.312882749,
s00162,2011,187,3488.221333,2221.42154,4774.037685,1,0.537526771,0.869104403
s00163,2011,187,0,0,3025.639987,,,0.276536864
h00741,2011,187,8480.323881,0,0,1,,
s00168,2011,187,19499.66586,9209.0823,45250.42513,0.257776229,0.614922707,0.086927172
s00169,2011,187,14660.31602,0,31364.80682,0.404759716,,0.124805152
h04514,2011,187,0,0,47.92386364,,,1
h00740,2011,187,0,0,660,,,0.504132231
s00366,2011,187,0,0,376.2224998,,,0.560018718
s00367,2011,187,36237.04333,0,910.5182315,0.3521362,,0.843175027
s00364,2011,187,0,0,1257.607182,,,0.718014329
h01571,2011,187,533.3333333,0,2456.397138,1,,0.97759689
s00363,2011,187,4.845,0,27803.72576,1,,0.990173693
s00360,2011,187,137.0128889,24995.63284,3730.8641,1,0.480443339,0.33730183
h03384,2011,187,0,0,360.4779412,,,0.660488137
h01306,2011,187,0,2938.34,0,,1,
h00699,2011,187,0,0,79.13808892,,,1
h03387,2011,187,0,0,2450,,,1
h03380,2011,187,3728.58,23757.46577,17429.55701,1,0.368290513,0.595403251
h03382,2011,187,0,9580,38.42213115,,1,1
s00369,2011,187,0,0,104.5609651,,,0.500041077
h03164,2011,187,12923.07692,1219.976822,0,0.577168367,0.510235739,
h00565,2011,187,2332.54,0,0,1,,
h03167,2011,187,0,2917.857143,604.5609651,,1,0.698963525
h03160,2011,187,15782.06296,3125.989129,382.936042,1,0.531276012,1
h01935,2011,187,7441.915778,0,0,0.520676491,,
h03162,2011,187,0,409.0909091,3164.877656,,1,0.309889889
s01070,2011,187,233805.7461,18955.66321,3211.380489,0.507971636,0.545204968,0.395353214
h02441,2011,187,3437.443643,0,0,0.504651858,,
h03168,2011,187,1,0,0,1,,
h03366,2011,187,0,2392.239261,3934.513508,,0.520674969,0.235143821
h03367,2011,187,6074.69125,38157.15685,35101.18704,0.336434562,0.255588672,0.271090621
s01419,2011,187,843.522,42987.93781,1148.816974,1,0.523493633,0.515374345
h03365,2011,187,406.25,3612.479261,3213.032204,1,0.510738515,0.265780617
h03362,2011,187,0,654.5454545,0,,1,
h03363,2011,187,0,112.5724769,2219.114662,,0.569177181,0.250564546
h03360,2011,187,0,12150,0,,1,
h03361,2011,187,0,0,2559.982637,,,1
s01413,2011,187,0,0,38.42213115,,,1
h00561,2011,187,0,1277.959,0,,0.8837278,
s01411,2011,187,623.4707732,0,709.2063896,1,,0.513217464
s01410,2011,187,100,0,0,1,,
s01417,2011,187,6.080833333,57884.13066,13388.60157,1,0.248440687,0.108998834
s01416,2011,187,78853.78553,0,3374.632592,0.234738316,,0.218662594
h03368,2011,187,0,0,2534.09,,,1
s01414,2011,187,0,0,38.42213115,,,1
s02719,2011,187,0,0,2780.487805,,,1
h04132,2011,187,49436.73177,1222.81,10860.19343,0.200638557,1,0.168654143
h01934,2011,187,301.5377778,0,0,1,,
h00563,2011,187,14967.70214,0,256.5027442,0.600155197,,0.806543028
h03289,2011,187,0,199.1142857,588.2352941,,1,1
s01076,2011,187,9193.995839,2374.411328,2767.005814,0.546540252,1,0.4450204
s02714,2011,187,0,0,27.8307888,,,1
h00853,2011,187,23047.61905,0,0,0.770507479,,
h04030,2011,187,2113.55,0,0,1,,
h01338,2011,187,421.6525913,0,0,1,,
h03830,2011,187,24675,0,788.7403233,0.74475476,,0.247395727
h02783,2011,187,228.5714286,0,311.461869,1,,1
h01120,2011,187,1424.756667,0,0,1,,
h04037,2011,187,4286.553897,0,2335.644415,0.887462547,,0.22222886
h02451,2011,187,8480.323881,0,0,1,,
s01707,2011,187,833.3333333,0,542.8571429,1,,1
s01706,2011,187,7871.12618,128553.9133,0,0.471005438,0.884192548,
s01245,2011,187,0,19833.33333,361.8096306,,0.52,1
s01702,2011,187,0,0,702.2768134,,,0.381586643
s01701,2011,187,0,0,3582.230667,,,1
s01700,2011,187,0,0,11592.06055,,,0.20163259
h00405,2011,187,534.3333333,0,0,0.996264023,,
h04130,2011,187,7500,55800.16712,23564.75077,1,0.131538689,0.558120127
s01708,2011,187,0,0,12409.72,,,1
s02004,2011,187,0,0,267.0940865,,,0.753682195
s02007,2011,187,2222.222222,10279.53333,8756.699396,1,1,0.502582305
s02006,2011,187,20447.85932,0,6000,0.422501497,,1
s02001,2011,187,6844.660954,0,0,1,,
s01529,2011,187,1790.13744,0,1071.01602,0.546037339,,0.339159157
h01334,2011,187,548.0977778,0,0,0.919268427,,
s00423,2011,187,7287.362637,41.15384615,7985.749531,0.502939872,1,0.147075444
s01782,2011,187,0,0,532.6767895,,,0.866144978
s01527,2011,187,1967.61773,0,5108.003075,0.305392554,,0.243666618
h02922,2011,187,142769.2308,0,2293.6554,0.922446887,,0.914170492
s00245,2011,187,0,5137.726444,0,,0.508084411,
s02394,2011,187,0,0,27.8307888,,,1
h04131,2011,187,89147.63333,0,27.8307888,0.912752713,,1
h00835,2011,187,437.4338722,0,0,1,,
s00942,2011,187,3976.215303,0,2633.451528,0.403649529,,0.365613053
s00943,2011,187,3844.260578,0,0,0.610240741,,
s00940,2011,187,9134.798535,0,651.3153249,0.915489705,,0.352654286
s00941,2011,187,1,0,0,1,,
s00946,2011,187,0,0,38.42213115,,,1
s00947,2011,187,0,0,6341.783301,,,0.522964746
s00944,2011,187,2824.675325,1172.083333,95.16526741,1,1,1
s00945,2011,187,7332.481911,2205,1724.617542,0.394046651,1,0.76367692
s00948,2011,187,14617.70338,0,2031.541681,0.63079283,,0.422841807
s00949,2011,187,0,0,2096.105277,,,0.220968293
h32370,2011,187,154.095,0,0,1,,
h00831,2011,187,0,0,144.1604506,,,0.505508668
h00939,2011,187,0,56.07285714,0,,0.777683445,
h01919,2011,187,6793.043478,0,0,1,,
h02167,2011,187,0,62.5,3130.167475,,1,0.223955151
h04397,2011,187,0,0,47.92386364,,,1
h02165,2011,187,862.64,0,0,1,,
h02164,2011,187,4635.708571,0,104.5609651,0.972652001,,0.500041077
h02356,2011,187,731.25,0,18412.34639,1,,0.204180043
s02140,2011,187,0,714.875,12959.04788,,1,0.229849465
s02141,2011,187,0,0,291.6666667,,,1
s02142,2011,187,108,102.72,0,1,1,
h02609,2011,187,0,22770.88244,9331.244254,,0.376481306,0.365118677
s02145,2011,187,2032.621333,0,1921.592598,1,,0.632971068
h02169,2011,187,0,0,393.8876044,,,0.523348945
h02168,2011,187,0,0,393.8876044,,,0.523348945
h02358,2011,187,37493.41467,1724.171667,18634.55727,0.469504789,0.506382988,0.262711348
s01533,2011,187,0,1385.734133,38.42213115,,0.844944201,1
h04150,2011,187,0,481.39,0,,1,
h02359,2011,187,10055.15951,6402.816136,18711.66502,0.398407381,0.253932657,0.170693052
h01483,2011,187,4154.37,0,5938.917285,1,,0.414093095
h02605,2011,187,17221.21212,15518,2373.865748,0.798770077,1,0.617000343
h02619,2011,187,0,20333.05175,14235.49384,,0.474176227,0.865629654
h02618,2011,187,3076.827056,0,4265.155537,0.977893613,,0.251222443
h02349,2011,187,3977.138943,0,563.6363636,0.335669411,,1
h02348,2011,187,16223.07692,8246.080989,597.7511559,0.52493783,0.6666835,1
h02615,2011,187,0,19215.23625,6323.118654,,0.216577759,0.5480393
h02614,2011,187,7717.974242,33244.50533,2764.775564,0.424976156,0.262682578,0.344689416
h02617,2011,187,0,0,30303.63114,,,0.155653108
h02616,2011,187,3328.570667,0,14720.1007,0.500001024,,0.202106141
h02611,2011,187,66802.60343,0,17197.74854,0.587825074,,0.22529228
h02610,2011,187,0,2238.287843,11407.46637,,0.976810924,0.286675734
h02613,2011,187,3683.844242,22861.20867,4085.62248,0.686290153,0.492351184,0.332014256
h02612,2011,187,4657.333333,39577.83867,10687.77347,0.663677885,0.262160351,0.322099516
h01487,2011,187,0,0,4852.763489,,,0.68316381
h01622,2011,187,278,0,144.1604506,1,,0.505508668
h04910,2011,187,0,0,27.8307888,,,1
s00890,2011,187,0,0,333.2329204,,,0.520133611
s00891,2011,187,3379.121733,0,1950,1,,1
h02293,2011,187,50661.78,272666.4079,58916.17794,0.757685629,0.728112328,0.250858359
h02292,2011,187,3025.678937,80000,141.870407,0.530177479,1,0.605041856
h02295,2011,187,31776.29496,0,7335.50803,0.065697899,,0.225290247
h02294,2011,187,38072.60365,19550.94667,5063.013041,0.675298607,0.470449587,0.858735811
h02297,2011,187,2092.741052,0,0,1,,
h02296,2011,187,3312.5,11405.99103,15229.69251,0.829120684,0.302717891,0.211499691
h02299,2011,187,10365.45061,0,286.6722772,0.501785919,,0.27763749
h02298,2011,187,48226.55067,1425.946667,6495.606111,0.855993164,0.793559698,0.128267062
h04913,2011,187,0,0,27.8307888,,,1
h02761,2011,187,3357.506127,1160.714286,7933.652176,0.77518696,1,0.239494427
h02760,2011,187,2200,5891.20003,1934.929124,1,0.152888091,0.526270798
h02763,2011,187,2394.444444,0,857.1428571,1,,1
h02762,2011,187,0,0,876.8938065,,,0.442307547
h02765,2011,187,120701.7953,11880,14003.26066,0.554425337,0.555555556,0.856571544
h02764,2011,187,38133.66072,5986.71,6134.178871,0.108963354,1,0.262613789
h02766,2011,187,2924.172794,46215.75104,8335.723364,1,0.370855346,0.148067486
h02769,2011,187,44347.76823,0,1617.64985,0.101990686,,0.478446572
h02768,2011,187,5173.333333,42132.53965,4947.313916,0.50260389,0.242946573,0.489148514
s01965,2011,187,12000,0,0,1,,
s01963,2011,187,21663.49444,0,2874.67,0.281206297,,1
s01962,2011,187,239.695,0,0,1,,
s01961,2011,187,17000,0,1493.039014,1,,0.523892104
s01960,2011,187,354.47,6032.86464,201.1235955,0.573180347,0.380437953,1
h01580,2011,187,5186.3,23650.16557,2544.642857,0.898196775,0.336368191,1
h01582,2011,187,278,0,0,1,,
h01583,2011,187,278,0,27.8307888,1,,1
h01584,2011,187,375.0246667,0,106.9688777,1,,0.615030617
h01585,2011,187,3250.024667,0,0,0.795847659,,
h01238,2011,187,12071.606,82.36384615,45431.68922,0.413412826,0.500000232,0.301057395
h01239,2011,187,8187.348553,0,11263.84915,0.225973168,,0.6497152
h01236,2011,187,2605.622307,49219.97682,11451.09094,0.160774436,0.951355397,0.1476996
h01237,2011,187,4255.820171,2601.150668,24136.8563,0.188385857,0.277374738,0.09768552
h01234,2011,187,4747.114291,0,799.7343874,0.191913507,,0.187006349
h01235,2011,187,4509.522754,3485.710128,4554.842334,0.179544379,0.373694778,0.221912627
h01232,2011,187,12063.15866,1761.538462,5214.746782,0.389743354,0.504204725,0.546860208
h01233,2011,187,1155.007591,0,1637.924717,0.449608275,,0.249543522
h01230,2011,187,308.4415584,0,1092.005814,1,,0.504491293
h01231,2011,187,3420.066691,2450.57966,743.8185717,0.417224097,0.202169041,0.68437621
h02908,2011,187,2163.125,0,0,0.778752679,,
h02901,2011,187,0,0,5734.848931,,,0.808034198
h02903,2011,187,39269.01477,9371.68,3187.576081,0.159838034,0.230652902,0.621703863
h02902,2011,187,0,0,1355.234506,,,0.825979181
h02905,2011,187,0,0,3367.258214,,,0.772426367
h02904,2011,187,0,11994,628.1507966,,0.500000125,0.815686114
h02907,2011,187,0,0,597.7029342,,,0.713758072
h02906,2011,187,6403.041662,15306.27727,38314.15573,0.186529603,0.495685378,0.422983934
h01788,2011,187,51709.884,0,287.3811125,0.758904447,,0.252083924
s00768,2011,187,3000,73995.49877,495.3970291,1,0.235618239,0.576317843
s00769,2011,187,1420.298571,0,0,0.533859451,,
h04133,2011,187,0,0,27.8307888,,,1
h00723,2011,187,27071.60677,0,0,0.664611717,,
h01401,2011,187,23229.25958,32940.28975,12631.70216,0.720733332,0.515000164,0.854102527
h00727,2011,187,7996,0,0,0.500000125,,
s00767,2011,187,538.1944444,4154.456233,4824.453267,0.712299688,0.342518394,0.473226157
s00764,2011,187,19391.94,12582.655,1034.264586,0.443852383,0.511302288,0.340092194
h00724,2011,187,27071.60677,0,78.125,0.664611717,,1
h01122,2011,187,600,0,1200,1,,1
h01123,2011,187,600,0,1304.560965,1,,0.849335753
h03147,2011,187,0,0,132.906345,,,1
h01121,2011,187,600,0,1615.198675,1,,0.591046947
h01126,2011,187,130,0,485.7142857,1,,1
h02588,2011,187,0,0,382.936042,,,1
h01124,2011,187,2281.904,0,865.1291056,0.571975378,,0.228693609
h01125,2011,187,2686.63,0,104.5609651,1,,0.500041077
h02585,2011,187,45088.71212,1071.83,103.4482759,0.544840305,0.518860555,1
h02584,2011,187,800,0,2126.057767,1,,0.299269457
h02587,2011,187,0,0,361.8096306,,,1
h01129,2011,187,0,0,104.5609651,,,0.500041077
h02581,2011,187,0,46436.02817,756.1773333,,0.774783074,1
h00069,2011,187,0,0,2693.311285,,,0.681472593
h00293,2011,187,0,6298.5,8393.307491,,1,0.322025082
h00292,2011,187,1126.05042,0,3768.602026,0.536088216,,0.332869788
h01058,2011,187,18.945,0,1813.068272,1,,1
h00290,2011,187,28306.94933,0,1825.437354,1,,0.307718713
h00297,2011,187,56.08083333,0,16410.83898,0.806654449,,0.144684088
h00296,2011,187,0,0,8297.548075,,,0.378045144
h00295,2011,187,7500,4194.733491,0,1,0.166967574,
h00294,2011,187,3077.768668,5141.441677,6606.328268,1,0.155202651,0.231496921
h01052,2011,187,5280,0,4090.45461,1,,0.509559333
h01053,2011,187,24517.03915,0,3376.514363,0.076822249,,0.435126722
h01050,2011,187,6793.043478,0,9183.778844,1,,0.635080137
h00298,2011,187,28969.05119,0,13794.70676,0.090875717,,0.475033497
h01056,2011,187,176.71,3119.001548,1449.438497,1,1,0.686292124
h01057,2011,187,0,45302.59,153.4536892,,1,1
h01054,2011,187,10766.71429,0,1029.134097,0.321162493,,0.704335818
h01055,2011,187,0,0,575.5931515,,,0.686185142
s00421,2011,187,0,7273.963046,37.43,,0.315880365,1
h01839,2011,187,30179.3,0,600.4290556,1,,0.291006524
h02837,2011,187,0,0,104.5609651,,,0.500041077
s00422,2011,187,18994.8,1989.285313,1873.603811,0.741271585,0.238518372,0.224028967
s00425,2011,187,0,6784.451719,179.1745604,,0.137529173,0.499033265
s00424,2011,187,0,5631.072854,898.0069924,,0.15125295,0.993373878
s00427,2011,187,1504.64,8779.887437,15689.63243,1,0.373488049,0.362974735
s00426,2011,187,0,6078.603957,0,,0.292437039,
s00429,2011,187,0,7457.040372,0,,0.302178454,
s00428,2011,187,444.4444444,10958.01346,3371.598429,1,0.790400107,0.381451347
h01832,2011,187,9686,0,0,1,,
h01833,2011,187,0,0,308.3099029,,,0.375373669
h01834,2011,187,300,0,0,1,,
h04031,2011,187,0,0,857.1428571,,,1
h01836,2011,187,0,0,32.49812718,,,1
h00617,2011,187,1078.347105,612.5724769,25772.37107,0.507679525,0.685453254,0.184820161
h00616,2011,187,1342.255773,1894.491321,6368.970328,0.367430892,0.614299274,0.207517691
h00615,2011,187,6389.266239,82431.19181,32407.64843,0.526398815,0.376519246,0.444051975
h00614,2011,187,104.7295188,5032.496156,6032.614497,1,1,0.182086084
h00613,2011,187,3158.699519,6611.910478,6500.00223,0.935886831,0.599638651,0.200418397
h00612,2011,187,799.1739633,5032.496156,3178.371694,0.772252321,1,0.515243566
h00611,2011,187,362.68,1010.416875,0,0.571678743,0.979593606,
h00610,2011,187,4181.026329,0,2049.656091,0.424921681,,0.440908198
s08158,2011,187,0,1875,0,,1,
h00619,2011,187,731.25,2344.368563,2673.809736,1,0.676575121,0.204440482
h00618,2011,187,861.7949885,4818.888,4742.670349,1,1,0.189697857
h04035,2011,187,0,0,76.96774194,,,1
h01552,2011,187,990,0,0,1,,
s00556,2011,187,0,0,4783.339046,,,0.209866451
h04034,2011,187,2838.199524,91.96,282.3529412,0.535336719,1,1
h01819,2011,187,0,0,3582.230667,,,1
h01551,2011,187,0,0,27.8307888,,,1
h03903,2011,187,7500,7000,0,1,1,
h03568,2011,187,48166.66667,781.5111111,5502.249885,0.397133655,1,0.899589601
s01389,2011,187,5769.230769,0,0,1,,
s01388,2011,187,0,0,27.8307888,,,1
h00478,2011,187,8681.893102,0,1391.561452,0.373617689,,0.715022654
h04730,2011,187,0,0,27.8307888,,,1
s01382,2011,187,0,0,6774.770589,,,0.976910317
h00475,2011,187,0,0,38.42213115,,,1
h04733,2011,187,0,0,27.8307888,,,1
s01387,2011,187,279,0,0,1,,
h04735,2011,187,0,0,27.8307888,,,1
h00183,2011,187,9190.170881,0,4316.352941,0.90505681,,0.768449223
h00470,2011,187,1,0,0,1,,
h01904,2011,187,21823.33333,303.4482759,29276.24535,0.548850857,1,0.242732515
h01905,2011,187,159413.6067,5236.449042,106303.8751,0.235116632,0.47593726,0.15581553
s00399,2011,187,0,3825,0,,1,
s01281,2011,187,1,0,0,1,,
s01149,2011,187,10000.84559,0,4668.847884,0.338574664,,0.595967266
h01901,2011,187,28381.58354,5043.25,5539.456471,0.246445578,1,0.504062753
h01902,2011,187,12852.66803,1816.332044,1895.021098,0.472996173,1,0.167296857
h01903,2011,187,857.1428571,467.7276746,633.9281773,1,1,0.514335419
h00187,2011,187,12543.18731,81.00634615,1329.494876,0.201189841,1,0.339932141
s00392,2011,187,0,3825,0,,1,
s00391,2011,187,0,0,1229.776393,,,0.750368346
s00390,2011,187,0,0,213.0409651,,,0.379735717
s00397,2011,187,5895.707283,143469.69,94074.10037,0.280470864,0.056075115,0.118682307
h00182,2011,187,44837.34765,0,3343.345695,0.250951132,,0.36887535
s01143,2011,187,990.5487758,0,56272.29948,1,,0.992440667
s01142,2011,187,3042.448421,1219.976822,597.7029342,1,0.510235739,0.713758072
s07604,2011,187,236.625,0,0,1,,
s01344,2011,187,0,0,79.13808892,,,1
s01429,2011,187,0,0,104.5609651,,,0.500041077
s00559,2011,187,308.4415584,0,1092.005814,1,,0.504491293
s00558,2011,187,4715.858974,0,4953.558232,0.598287405,,0.442005023
s01971,2011,187,0,0,4127.109974,,,0.501345164
s00555,2011,187,1862.580535,1221.443489,9584.091723,0.201482272,0.50901257,0.184971941
s00554,2011,187,5733.191174,11249.97017,3892.361969,0.964132924,0.151453297,0.161140007
s00557,2011,187,0,0,2160.189556,,,0.599714738
s01285,2011,187,1,640,0,1,1,
s00551,2011,187,0,0,3642.857143,,,1
s00553,2011,187,0,0,1713.333748,,,0.461997902
s00552,2011,187,5431.043203,811.8005329,6728.395341,0.205309437,1,0.19139221
h00051,2011,187,1870.236895,0,2269.850928,0.346674813,,0.409228413
h00502,2011,187,31319.385,17226.155,900.8916856,0.228076181,0.443419913,0.279874622
h00053,2011,187,50,0,55.43766192,1,,1
h00052,2011,187,0,17674.66325,2128.97575,,0.17345479,0.786344857
h00055,2011,187,49197.61049,0,0,0.834326855,,
h00057,2011,187,694.4444444,0,625.0125,1,,1
h00056,2011,187,1582,0,0,1,,
h00059,2011,187,6428.571429,0,865.7625786,1,,0.65912227
h00058,2011,187,0,259.5945814,399.4736842,,1,1
h00509,2011,187,2332.12,0,0,1,,
s02198,2011,187,0,0,1094.209121,,,0.869213747
h04021,2011,187,0,7000,15175,,0.395408163,1
h02777,2011,187,0,0,3630.777792,,,0.376342282
h00987,2011,187,86599.85846,792.4739394,2979.876212,0.207090613,0.504570897,0.403805021
h00986,2011,187,20318.75754,0,535.9406562,0.293733336,,0.487850987
h00985,2011,187,19255.75526,0,90,0.596685607,,1
h00984,2011,187,4743.691667,0,117.8307888,0.21458873,,0.639188434
h00983,2011,187,26424.30526,0,0,0.689126662,,
h00982,2011,187,699.4444444,0,0,0.985805142,,
h03889,2011,187,3319.037071,102.72,30.59,0.412252995,1,1
